Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
236LP,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
236MP,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,800,2000,Yes
236HP,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,800,2000,Yes
214P set up,Special,0,1,None,1,0,0,0,1.2,1.2,0,0,1000,1000,Yes
214P hit (timer expired),Special,800,1,None,0.8,0,0,0,1.2,1.2,960,960,1000,1000,Yes
> 214LP or MP (214P/PP > 214LP or MP),Special,0,1,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
> 214HP (214P > 214HP),Special,800,1,None,0.8,0,0,0,1.2,1.2,960,960,1000,1000,Yes
236LK,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,1000,Yes
236MK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,600,1000,Yes
236HK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,600,1000,Yes
214K,Special,1800,1,None,1,0,-0.1,0,1.2,1.2,2160,2160,3000,2500,Yes
22K (timer expired),Special,800,1,None,0.5,0,-0.6,0,1.2,1.2,960,960,3000,11000,Yes
22PP,Overdrive,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,1000,-20000,Yes
236PP,Overdrive,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,-20000,Yes
214PP set up,Overdrive,0,1,None,1,0,0,0,1.2,1.2,0,0,800,-20000,Yes
214PP hit (timer expired),Overdrive,1,1,None,0.8,0,0,0,1.2,1.2,1,1,800,-20000,Yes
> 214HP (214PP > 214HP),Overdrive,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,800,-20000,Yes
236KK,Overdrive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,800,-20000,Yes
214KK,Overdrive,2600,1,None,1,0,-0.1,0,1.2,1.2,3120,3120,3000,-20000,Yes
22KK (timer expired),Overdrive,1200,1,None,0.5,0,-0.6,0,1.2,1.2,1440,1440,3200,-20000,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,2000,1,None,1.55,0,-0.25,0.4,1.2,1.2,2400,2400,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
