Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
214LP (airborne opponent),Special,950,1,None,1,0,0,0,1.2,1.2,1140,1140,700,1000,Yes
214LP,Special,1650,1,None,1,0,0,0,1.2,1.2,1980,1980,1700,2600,Yes
214MP (whiff 1st frame) (airborne opponent),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,1000,Yes
214MP (airborne opponent),Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,700,1000,Yes
214MP,Special,1900,1,None,1,0,0,0,1.2,1.2,2280,2280,1700,3200,Yes
214HP (whiff 1st frame) (airborne opponent),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,1000,Yes
214HP (airborne opponent),Special,1900,1,None,1,0,0,0,1.2,1.2,2280,2280,1800,1000,Yes
214HP,Special,2200,1,None,1,0,0,0,1.2,1.2,2640,2640,2100,1000,Yes
214K > LK,Special,800,1,None,0.8,0,0,0,1.2,1.2,960,960,1000,2000,Yes
214K > MK,Special,1000,1,None,0.7,0,0,0,1.2,1.2,1200,1200,1000,2000,Yes
214K > HK,Special,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,1000,2000,Yes
214K > 6P,Special,0,0,None,0.8,0,0,0,1.2,1.2,0,0,0,0,Yes
214K > 6P > 4P,Special,0,0,None,0.8,0,0,0,1.2,1.2,0,0,0,0,Yes
46PP,Overdrive,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,600,-20000,Yes
28KK,Overdrive,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1000,-20000,Yes
236KK,Overdrive,1300,2,None,0.8,0,0,0,1.2,1.2,1560,1560,1500,-20000,Yes
214PP (whiff 1st frame) (airborne opponent),Overdrive,800,2,None,1,0,0,0,1.2,1.2,960,960,600,-20000,Yes
214PP,Overdrive,2500,2,None,1,0,0,0,1.2,1.2,3000,3000,3100,-20000,Yes
214KK > LK,Overdrive,500,1,None,0.8,0,0,0,1.2,1.2,600,600,1000,-20000,Yes
214KK > MK,Overdrive,500,1,None,0.8,0,0,0,1.2,1.2,600,600,1000,-20000,Yes
214KK > HK,Overdrive,500,1,None,0.8,0,0,0,1.2,1.2,600,600,1000,-20000,Yes
214KK > 6P,Overdrive,500,1,None,0.8,0,0,0,1.2,1.2,600,600,1000,-20000,Yes
214KK > 6P > 4P,Overdrive,500,1,None,0.8,0,0,0,1.2,1.2,600,600,0,-20000,Yes
> LK (214KK > LK),Overdrive,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,0,No
> MK (214KK > MK),Overdrive,1110,1,None,0.8,0,0,0,1.2,1.2,1332,1332,1000,0,No
> HK (214KK > HK),Overdrive,1000,2,None,0.8,0,0,0,1.2,1.2,1200,1200,1000,0,No
SA1,Super,2000,1,None,0.6,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2 LP,Super,2600,3,None,0.75,0,0,0.4,1.2,1.2,3120,3120,-20000,0,Yes
SA2 MP > HP,Super,2800,3,None,0.75,0,0,0.4,1.2,1.2,3360,3360,-20000,0,Yes
SA2 MP > HK,Super,2800,3,None,0.75,0,0,0.4,1.2,1.2,3360,3360,-20000,0,Yes
SA2 HP > HP,Super,3000,3,None,0.75,0,0,0.4,1.2,1.2,3600,3600,-20000,0,Yes
SA2 HP > HK,Super,3000,3,None,0.75,0,0,0.4,1.2,1.2,3600,3600,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
