Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
5HP > 5HK target combo,Target Combo,800,1,> 5HK (5HP > 5HK target combo),1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
5HP > 5HK > 5HK target combo,Target Combo,800,1,> 5HK (5HP > 5HK > 5HK target combo),1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
> 5HK (5HP > 5HK target combo),Target Combo,400,1,None,1,0,0,0,1.2,1.2,480,480,500,1500,No
> 5HK (5HP > 5HK > 5HK target combo),Target Combo,400,1,> 5HK (5HP > 5HK > 5HK target combo end),1,0,0,0,1.2,1.2,480,480,500,1500,No
> 5HK (5HP > 5HK > 5HK target combo end),Target Combo,400,1,None,1,-0.1,0,0,1.2,1.2,480,480,1000,2000,No
236LK,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
236MK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,800,2000,Yes
236HK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,2600,Yes
236HK (hold),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2500,Yes
623LK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1000,2000,Yes
623MK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,2000,Yes
623HK,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1000,2000,Yes
623HK (hold),Special,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1000,2000,Yes
214LP,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,800,2000,Yes
214MP,Special,800,1,None,0.8,0,0,0,1.2,1.2,960,960,800,2000,Yes
214HP,Special,800,2,None,0.8,0,0,0,1.2,1.2,960,960,800,2000,Yes
214K (air),Special,600,1,None,0.8,0,0,0,1.2,1.2,720,720,800,2500,Yes
236P (no follow-up),Special,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,1000,2500,Yes
236HP (hold) (no follow-up),Special,1200,1,None,0.8,0,0,0,1.2,1.2,1440,1440,1000,4000,Yes
236P > K,Special,600,1,None,0.8,0,0,0,1.2,1.2,720,720,800,1000,Yes
236HP (hold) > K,Special,800,1,None,0.8,0,0.1,0,1.2,1.2,960,960,800,1000,Yes
236P > 2K,Special,800,1,None,0.8,0,0,0,1.2,1.2,960,960,800,2500,Yes
236HP (hold) > 2K,Special,1200,1,None,0.8,0,0,0,1.2,1.2,1440,1440,800,4000,Yes
236P > LPLK,Special,1800,1,None,1,0,0,0,1,1.15,1800,2070,3000,3000,Yes
236HP (hold) > LPLK,Special,1000,1,None,0.8,0,0,0,1,1.15,1000,1150,1000,1000,Yes
> LPLK (236PP > LPLK),Special,1000,1,None,0.7,0,0,0,1,1.15,1000,1150,1000,1000,No
236P > P,Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
236HP (hold) > P,Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
236KK,Overdrive,800,1,None,1,-0.05,0,0,1.2,1.2,960,960,1000,-20000,Yes
623KK,Overdrive,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1000,-20000,Yes
214PP,Overdrive,800,2,None,0.8,0,0,0,1.2,1.2,960,960,800,-20000,Yes
214KK (air),Overdrive,800,1,None,0.8,0,-0.1,0,1.2,1.2,960,960,800,-20000,Yes
236PP (no follow-up),Overdrive,1200,1,None,0.8,0,0,0,1.2,1.2,1440,1440,1000,-20000,Yes
236PP > K,Overdrive,800,1,None,0.8,0,-0.1,0,1.2,1.2,960,960,800,-20000,Yes
236PP > 2K,Overdrive,1200,1,None,0.8,0,0,0,1.2,1.2,1440,1440,800,-20000,Yes
236PP > LPLK,Overdrive,0,0,> LPLK (236PP > LPLK),0.7,0,0,0,1,1.15,0,0,0,-20000,Yes
236PP > P,Overdrive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,3000,1,None,1,0,0,0.4,1.2,1.2,3600,3600,-20000,0,Yes
SA2 (air),Super,3000,1,None,1,0,0,0.4,1.2,1.2,3600,3600,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
