Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
6MP,Command Normal,600,1,None,1,0,0,0,1.2,1.2,720,720,500,1500,Yes
6HP,Command Normal,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
6HK,Command Normal,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,3000,Yes
6KK,Command Normal,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
6KK > 4 or 5 or 6KK,Command Normal,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
5MP > 5HK target combo,Target Combo,600,2,> 5HK (5MP > 5HK target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 5HK (5MP > 5HK target combo),Target Combo,400,2,None,1,0,0,0,1.2,1.2,480,480,600,2000,No
236LP,Special,700,1,None,0.7,0,0,0,1.2,1.2,840,840,800,2000,Yes
236LP (wind),Special,1000,2,None,0.8,0,0,0,1.2,1.2,1200,1200,500,900,Yes
236MP,Special,800,1,None,0.9,0,0,0,1.2,1.2,960,960,800,2000,Yes
236MP (wind),Special,1400,1,None,1,0,0,0,1.2,1.2,1680,1680,800,2000,Yes
236HP,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,800,2000,Yes
236HP (wind),Special,1800,1,None,1,0,0,0,1.2,1.2,2160,2160,800,2600,Yes
214LK,Special,1100,1,None,1,0,0,0,1.2,1.2,1320,1320,1000,2000,Yes
214LK (wind),Special,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,1000,2000,Yes
214MK,Special,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,1100,2000,Yes
214MK (wind),Special,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1200,2000,Yes
214HK,Special,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1200,2000,Yes
214HK (wind),Special,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1200,2000,Yes
236K,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
236K (lvl 2),Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,600,1000,Yes
236K (lvl 3),Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,600,1000,Yes
214LP,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,2000,Yes
214MP,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,600,2000,Yes
214HP,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,600,2000,Yes
214P > 4K,Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
214P > 6K,Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
214P > 6K > K,Special,600,1,None,0.8,0,0,0,1.2,1.2,720,720,300,2000,Yes
214LK (air),Special,600,1,None,1,0,0,0,1.2,1.2,720,720,500,2000,Yes
214MK (air),Special,700,1,None,1,0,0,0,1.2,1.2,840,840,500,2000,Yes
214HK (air),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,500,2000,Yes
236PP,Overdrive,1400,1,None,0.8,0,0,0,1.2,1.2,1680,1680,1000,-20000,Yes
236PP (wind),Overdrive,1400,1,None,0.8,0,0,0,1.2,1.2,1680,1680,650,-20000,Yes
214KK,Overdrive,1000,2,None,1,0,0,0,1.2,1.2,1200,1200,1000,-20000,Yes
214KK (wind),Overdrive,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,500,-20000,Yes
236KK,Overdrive,700,1,None,0.75,-0.15,0,0,1.2,1.2,840,840,600,-20000,Yes
236KK (hold),Overdrive,1200,2,None,0.8,0,0,0,1.2,1.2,1440,1440,600,-20000,Yes
214PP,Overdrive,800,2,None,0.8,0,0,0,1.2,1.2,960,960,600,-20000,Yes
214KK (air),Overdrive,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1000,-20000,Yes
SA1,Super,2100,1,None,1,0,0,0.3,1.2,1.2,2520,2520,-10000,0,Yes
SA1 (airborne opponent),Super,1800,1,None,1,0,0,0.3,1.2,1.2,2160,2160,-10000,0,Yes
SA2,Super,2000,2,None,1,0,0,0.4,1.2,1.2,2400,2400,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
