Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
214LP (2nd hit connects),Special,400,1,None,0.7,0,0,0,1.2,1.2,480,480,700,2000,Yes
214MP,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,2000,Yes
214HP,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1200,3000,Yes
214LK,Special,700,1,None,1,0,0,0,1.2,1.2,840,840,800,1000,Yes
214MK,Special,700,1,None,1,0,0,0,1.2,1.2,840,840,500,1000,Yes
214MK (airborne opponent),Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1000,1400,Yes
214MK (1 hit) (airborne opponent),Special,450,1,None,1,0,0,0,1.2,1.2,540,540,500,700,Yes
214HK,Special,1100,2,None,1,0,0,0,1.2,1.2,1320,1320,900,4000,Yes
214HK (1 hits) (airborne opponent),Special,300,2,None,1,0,0,0,1.2,1.2,360,360,300,1000,Yes
214HK (2 hits) (airborne opponent),Special,600,2,None,1,0,0,0,1.2,1.2,720,720,600,2000,Yes
214HK (3 hits) (airborne opponent),Special,900,2,None,1,0,0,0,1.2,1.2,1080,1080,900,3000,Yes
214HK (3 hits) (low airborne opponent),Special,1400,2,None,1,0,0,0,1.2,1.2,1680,1680,1000,3000,Yes
623LP,Special,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
623MP,Special,1200,1,None,0.8,0,0,0,1.2,1.2,1440,1440,1200,4000,Yes
623HP,Special,1300,1,None,0.8,0,0,0,1.2,1.2,1560,1560,1000,2000,Yes
236LK,Special,700,2,None,0.8,0,0,0,1.2,1.2,840,840,500,1500,Yes
236MK,Special,800,2,None,0.8,0,0,0,1.2,1.2,960,960,800,2000,Yes
236HK,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,500,2000,Yes
236PP,Overdrive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,600,-20000,Yes
214LPMP,Overdrive,1400,1,None,0.8,0,0,0,1.2,1.2,1680,1680,1300,-20000,Yes
214LPMP (2nd hit connects),Overdrive,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,1300,-20000,Yes
214(LP/MP)HP,Overdrive,1400,2,None,0.8,0,0,0,1.2,1.2,1680,1680,1200,-20000,Yes
214KK,Overdrive,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1000,-20000,Yes
623PP,Overdrive,1600,1,None,1,0,0,0,1.2,1.2,1920,1920,1600,-20000,Yes
236KK,Overdrive,800,2,None,1,0,0,0,1.2,1.2,960,960,1000,-20000,Yes
SA1,Super,2000,1,None,0.7,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,2600,1,None,0.5,0,0,0.4,1.2,1.2,3120,3120,-20000,0,Yes
SA2 > 5PP,Super,2600,1,> 5PP (SA2 > 5PP),0.5,0,0,0.4,1.2,1.2,3120,3120,-20000,0,Yes
> 5PP (SA2 > 5PP),Super,1100,1,None,0.5,0,-0.2,0.4,1.2,1.2,1320,1320,-20000,-30000,No
SA2 > 5PP > 5PP,Super,2600,1,> 5PP (SA2 > 5PP > 5PP),0.5,0,0,0.4,1.2,1.2,3120,3120,-20000,0,Yes
> 5PP (SA2 > 5PP > 5PP),Super,1100,1,> 5PP (SA2 > 5PP > 5PP end),0.5,0,-0.2,0.4,1.2,1.2,1320,1320,-20000,-30000,No
> 5PP (SA2 > 5PP > 5PP end),Super,2500,1,None,0.5,0,-0.2,0.4,1.2,1.2,3000,3000,-20000,-10000,No
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
