Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
> 5LP (5LP > 5LP target combo),Target Combo,600,1,None,0.8,0,0,0,1.2,1.2,720,720,400,500,No
5HP > 5HP target combo,Target Combo,800,1,> 5HP (5HP > 5HP target combo),1,0,0,0,1.2,1.2,960,960,1000,3000,Yes
> 5HP (5HP > 5HP target combo),Target Combo,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,600,3000,No
2PP > 5K,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,3000,Yes
2PP > 5P,Special,1100,1,None,1,0,0,0,1.2,1.2,1320,1320,1000,2000,Yes
2PP > LPLK,Special,1852,1,None,1,0,0,0,1,1.2,1852,2222,3000,5000,Yes
214LP,Special,500,1,None,1,0,0,0,1.2,1.2,600,600,600,1000,Yes
214LP > 6P,Special,500,1,> 6P (214LP > 6P)(Toxic Blossom),1,0,0,0,1.2,1.2,600,600,600,1000,Yes
> 6P (214LP > 6P)(Toxic Blossom),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,1000,No
214LP > 6P (burst),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,300,1000,Yes
214HP,Special,800,1,None,1,0,-0.15,0,1.2,1.2,960,960,600,2000,Yes
236LP,Special,500,1,None,1,0,0,0,1.2,1.2,600,600,600,2000,Yes
236MP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,2000,Yes
236HP,Special,700,1,None,1,0,0,0,1.2,1.2,840,840,600,2500,Yes
236LP (Toxic Blossom),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,2000,Yes
236MP (Toxic Blossom),Special,700,1,None,1,0,0,0,1.2,1.2,840,840,600,2000,Yes
236HP (Toxic Blossom),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,2500,Yes
214LK,Special,800,1,None,0.8,0,0,0,1.2,1.2,960,960,800,2000,Yes
214MK,Special,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,800,2000,Yes
214HK,Special,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
214LK (Crouching opponent),Special,400,1,None,0.8,0,0,0,1.2,1.2,480,480,400,2000,Yes
214MK (Crouching opponent),Special,500,1,None,0.8,0,0,0,1.2,1.2,600,600,400,2000,Yes
214HK (Crouching opponent),Special,600,1,None,0.8,0,0,0,1.2,1.2,720,720,400,2000,Yes
236PP,Overdrive,600,2,None,0.8,0,0,0,1.2,1.2,720,720,500,-20000,Yes
236PP (Toxic Blossom),Overdrive,800,2,None,0.9,0,0,0,1.2,1.2,960,960,1000,-20000,Yes
214PP,Overdrive,700,1,None,1,0,0,0,1.2,1.2,840,840,600,-20000,Yes
214PP > 6P,Overdrive,700,1,> 6P (214PP > 6P)(Toxic Blossom),1,0,0,0,1.2,1.2,840,840,600,-20000,Yes
> 6P (214PP > 6P)(Toxic Blossom),Overdrive,800,2,None,0.7,0,0,0,1.2,1.2,960,960,600,0,No
214PP > 6P (burst) (far),Overdrive,800,2,None,0.7,0,0,0,1.2,1.2,960,960,600,-20000,Yes
214PP > 6P (burst),Overdrive,1600,2,None,0.7,0,0,0,1.2,1.2,1920,1920,600,-20000,Yes
214PP (1 hit) > 6P (burst),Overdrive,300,1,> 6P (214PP (1 hit) > 6P (burst))(Toxic Blossom),1,0,0,0,1.2,1.2,360,360,600,-20000,Yes
> 6P (214PP (1 hit) > 6P (burst))(Toxic Blossom),Overdrive,1600,2,None,0.7,0,0,0,1.2,1.2,1920,1920,600,0,No
214KK,Overdrive,1600,1,None,1,0,0,0,1.2,1.2,1920,1920,1200,-20000,Yes
214KK (1 hit) (Crouching opponent),Overdrive,400,1,None,1,0,0,0,1.2,1.2,480,480,200,-20000,Yes
214KK (2 hit) (Crouching opponent),Overdrive,640,1,None,1,0,0,0,1.2,1.2,768,768,400,-20000,Yes
SA1,Super,1800,1,None,1,0,0,0.3,1.2,1.2,2160,2160,-10000,0,Yes
SA2,Super,2500,1,None,1,0,0,0.4,1.2,1.2,3000,3000,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
