Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
5LK > 5LK > 5LK target combo,Target Combo,300,1,> 5LK (5LK > 5LK > 5LK target combo),1,0,0,0,1.2,1.2,360,360,300,250,Yes
> 5LK (5LK > 5LK > 5LK target combo),Target Combo,320,1,> 5LK (5LK > 5LK > 5LK target combo end),1,0,0,0,1.2,1.2,384,384,400,500,No
> 5LK (5LK > 5LK > 5LK target combo end),Target Combo,420,1,None,1,0,0,0,1.2,1.2,504,504,400,500,No
5MP > 5HP target combo,Target Combo,600,1,> 5HP (5MP > 5HP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 5HP (5MP > 5HP target combo),Target Combo,400,2,None,1,0,0,0,1.2,1.2,480,480,400,1000,No
5MK > 5MK target combo,Target Combo,600,1,None,1,0,0,0,1.2,1.2,720,720,700,1500,Yes
> 5MK (5MK > 5MK target combo),Target Combo,300,1,None,1,0,0,0,1.2,1.2,360,360,400,1500,No
5MK > 5MK > 5HP target combo,Target Combo,600,1,> 5MK (5MK > 5MK > 5HP target combo),1,0,0,0,1.2,1.2,720,720,700,1500,Yes
> 5MK (5MK > 5MK > 5HP target combo),Target Combo,300,1,> 5Hp (5MK > 5MK > 5HP target combo),1,0,0,0,1.2,1.2,360,360,400,1500,No
> 5HP (5MK > 5MK > 5HP target combo),Target Combo,480,1,None,1,0,0,0,1.2,1.2,576,576,500,1500,No
2HK > 5HP target combo,Target Combo,800,1,> 5HP (2HK > 5HP target combo),3,0,0,0,1.2,1.2,960,960,1000,2000,Yes
> 5HP (2HK > 5HP target combo),Target Combo,700,3,None,3,0,0,0,1.2,1.2,840,840,1200,3500,No
236P,Special,400,1,None,1,0,0,0,1.2,1.2,480,480,300,1000,Yes
236P (whiff) > 6P,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
236P > 6P,Special,600,1,> 6P (236P > 6P),1,0,0,0,1.2,1.2,720,720,300,1000,Yes
> 6P (236P > 6P),Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,No
623LP,Special,900,2,None,0.7,0,0,0,1.2,1.2,1080,1080,800,2000,Yes
623MP,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1200,3000,Yes
623HP,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1500,4000,Yes
214LP,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,900,2000,Yes
214MP,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1000,2000,Yes
214HP,Special,1100,1,None,1,0,0,0,1.2,1.2,1320,1320,1100,2000,Yes
236LK,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,2000,Yes
236MK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,600,2000,Yes
236HK,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,600,2000,Yes
236LK (hold),Special,1000,1,None,0.8,0,-0.15,0,1.2,1.2,1200,1200,800,2000,Yes
236MK (hold),Special,1000,1,None,0.8,0,-0.15,0,1.2,1.2,1200,1200,800,2000,Yes
236HK (hold),Special,1000,1,None,0.8,0,-0.15,0,1.2,1.2,1200,1200,800,3000,Yes
5KK or 6KK / 66 (cancel),Special,0,1,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
KK or 6KK / 66 (cancel) > 6P (early),Special,600,2,None,0.8,0,0,0,1.2,1.2,720,720,600,2000,Yes
KK or 6KK / 66 (cancel) > 6P (late),Special,600,1,None,0.8,0,0,0,1.2,1.2,720,720,600,2000,Yes
236PP,Overdrive,400,1,None,1,0,0,0,1.2,1.2,480,480,300,-20000,Yes
236PP (whiff) > 6P,Overdrive,800,1,None,1,0,0,0,1.2,1.2,960,960,600,-20000,Yes
236PP > 6P,Overdrive,800,1,> 6P (236PP > 6P),1,0,0,0,1.2,1.2,960,960,300,-20000,Yes
> 6P (236PP > 6P),Overdrive,800,1,None,1,0,0,0,1.2,1.2,960,960,600,0,No
623PP,Overdrive,1600,1,None,1,0,0,0,1.2,1.2,1920,1920,1500,-20000,Yes
214PP,Overdrive,1400,2,None,1,0,0,0,1.2,1.2,1680,1680,1200,-20000,Yes
236KK,Overdrive,800,1,None,0.8,0,-0.05,0,1.2,1.2,960,960,700,-20000,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,1100,1,None,1,0,0,0.4,1.2,1.2,1320,1320,-20000,0,Yes
SA2 (1st hit),Super,150,1,None,1,0,0,0.4,1.2,1.2,180,180,-20000,0,Yes
SA2 (1 hit),Super,150,0,None,1,0,0,0.4,1.2,1.2,180,180,0,0,Yes
SA2 (last hit),Super,200,0,None,1,0,0,0.4,1.2,1.2,240,240,0,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
