Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
4HP,Command Normal,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
3HP,Command Normal,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
6HK,Command Normal,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
3HK,Command Normal,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
2MK > 2MK (air),Target Combo,300,1,>2MK (2MK > 2MK (air))),0.85,0,0,0,1.2,1.2,360,360,500,1000,Yes
2MK > 2MK > 2MK (air),Target Combo,300,1,>2MK (2MK > 2MK > 2MK (air)),0.85,0,0,0,1.2,1.2,360,360,500,1000,Yes
>2MK (2MK > 2MK (air))),Target Combo,300,1,None,0.85,0,0,0,1.2,1.2,360,360,500,1000,No
>2MK (2MK > 2MK > 2MK (air)),Target Combo,300,1,>2MK (2MK > 2MK > 2MK (air) end),0.85,0,0,0,1.2,1.2,360,360,500,1000,No
>2MK (2MK > 2MK > 2MK (air) end),Target Combo,500,1,None,0.85,0,0,0,1.2,1.2,600,600,500,1000,No
8HP > 8HP target combo),Target Combo,800,1,> 8HP (8HP > 8HP target combo)),1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
> 8HP (8HP > 8HP target combo)),Target Combo,500,1,None,1,0,0,0,1.2,1.2,600,600,1000,2000,No
214P > LP,Serenity Stream,500,1,None,1,0,0,0,1.2,1.2,600,600,300,500,Yes
214P > MP,Serenity Stream,750,1,None,1,0,0,0,1.2,1.2,900,900,300,2000,Yes
214P > HP,Serenity Stream,900,1,None,1,0,0,0,1.2,1.2,1080,1080,600,2000,Yes
214P > LK,Serenity Stream,500,1,None,1,0,0,0,1.2,1.2,600,600,300,500,Yes
214P > MK,Serenity Stream,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,2000,Yes
214P > HK,Serenity Stream,700,1,None,1,0,0,0,1.2,1.2,840,840,300,2000,Yes
46LP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
46MP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
46HP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
236LK (2 hits),Special,500,1,None,1,0,0,0,1.2,1.2,600,600,500,1332,Yes
236LK,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,800,2000,Yes
236MK (3 hits),Special,675,1,None,1,0,0,0,1.2,1.2,810,810,600,1500,Yes
236MK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,800,2000,Yes
236HK (4 hits),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,640,1600,Yes
236HK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
236LK(air),Special,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,800,2000,Yes
236MK(air),Special,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
236HK(air),Special,1100,1,None,0.8,0,0,0,1.2,1.2,1320,1320,800,2000,Yes
28LK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1200,2000,Yes
28MK,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1200,2000,Yes
28HK,Special,1400,1,None,1,0,0,0,1.2,1.2,1680,1680,1200,2000,Yes
214LK,Special,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,1200,2000,Yes
214MK,Special,1000,1,None,0.7,0,0,0,1.2,1.2,1200,1200,1200,2000,Yes
214HK,Special,1200,1,None,0.8,0,0,0,1.2,1.2,1440,1440,1200,2000,Yes
22LK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1000,2000,Yes
22MK,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,2000,Yes
22HK,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1000,2000,Yes
46PP,Overdrive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,450,-20000,Yes
236KK,Overdrive,800,1,None,1,0,0,0,1.2,1.2,960,960,800,-20000,Yes
236KK > KK,Overdrive,800,1,> KK (236KK > KK),1,0,0,0,1.2,1.2,960,960,800,-20000,Yes
> KK (236KK > KK),Overdrive,700,1,None,1,0,0,0,1.2,1.2,840,840,500,0,No
236KK(air),Overdrive,1600,1,None,1,0,0,0,1.2,1.2,1920,1920,800,-20000,Yes
28KK,Overdrive,800,1,None,1,0,0,0,1.2,1.2,960,960,1200,-20000,Yes
214KK,Overdrive,1200,2,None,0.8,0,0,0,1.2,1.2,1440,1440,1200,-20000,Yes
22KK,Overdrive,1400,1,None,1,0,0,0,1.2,1.2,1680,1680,800,-20000,Yes
SA1,Super,1700,1,None,1,0,0,0.3,1.2,1.2,2040,2040,-10000,0,Yes
SA1 (air),Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,2000,3,None,0.6,0,0,0.4,1.2,1.2,2400,2400,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
