Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
5MP > 6HP target combo,Target Combo,600,1,> 6HP (5MP > 6HP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 6HP (5MP > 6HP target combo),Target Combo,800,1,None,1,0,0,0,1.2,1.2,960,960,500,2000,No
5MP > 2HK target combo,Target Combo,600,1,> 2HK (5MP > 2HK target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 2HK (5MP > 2HK target combo),Target Combo,700,1,None,1,0,0,0,1.2,1.2,840,840,600,3000,No
Bomb/Mine (timer expired),Special,500,1,None,1,0,0,0,1.2,1.2,600,600,500,2000,Yes
214LP,Special,700,1,None,1,0,0,0,1.2,1.2,840,840,800,2000,Yes
214MP,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,1200,2500,Yes
214HP,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1000,2500,Yes
214LP (detonate bomb),Special,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,1300,4000,Yes
214MP (detonate bomb),Special,1400,1,None,1,0,0,0,1.2,1.2,1680,1680,1700,4500,Yes
214HP (detonate bomb),Special,1500,1,None,1,0,0,0,1.2,1.2,1800,1800,1500,4500,Yes
46LP,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1200,2000,Yes
46MP,Special,1400,1,None,0.7,0,0,0,1.2,1.2,1680,1680,1300,3500,Yes
46HP,Special,1600,1,None,0.7,0,0,0,1.2,1.2,1920,1920,1500,5000,Yes
46LP (detonate bomb),Special,1700,1,None,0.7,0,0,0,1.2,1.2,2040,2040,1700,4000,Yes
46MP (detonate bomb),Special,1900,1,None,0.7,0,0,0,1.2,1.2,2280,2280,1800,5500,Yes
46HP (detonate bomb),Special,2100,1,None,0.7,0,0,0,1.2,1.2,2520,2520,2000,7000,Yes
236LK,Special,800,1,None,0.7,0,0,0,1.2,1.2,960,960,800,1600,Yes
236MK,Special,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,2000,Yes
236HK,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1200,2500,Yes
28K,Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
28K > K,Special,800,1,None,1,0,0,0,1.2,1.2,0,0,1200,2500,Yes
P after blocked 28K > K,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,1200,2500,Yes
28K > P,Special,800,1,None,1,0,0,0,1.2,1.2,960,960,1200,2500,Yes
28K > P (detonate bomb),Special,2000,1,None,1,0,0,0,1.2,1.2,2400,2400,2300,5750,Yes
214PP,Overdrive,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1000,-20000,Yes
214PP (detonate bomb),Overdrive,1700,1,None,1,0,0,0,1.2,1.2,2040,2040,1500,-20000,Yes
46PP,Overdrive,1300,1,None,0.7,0,0,0,1.2,1.2,1560,1560,1200,-20000,Yes
46PP (detonate bomb),Overdrive,1600,1,None,0.7,0,0,0,1.2,1.2,1920,1920,2800,-20000,Yes
46PP (delay follow-up) (detonate bomb),Overdrive,1600,1,None,0.7,0,-0.1,0,1.2,1.2,1920,1920,2800,-20000,Yes
236KK,Overdrive,800,2,None,1,0,0,0,1.2,1.2,600,960,1000,-20000,Yes
28KK,Overdrive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-20000,Yes
28K(K) > K(K),Overdrive,2000,1,None,1,0,0,0,1.2,1.2,2400,2400,1800,-20000,Yes
28K(K) > K(K) (airborne opponent),Overdrive,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1000,-20000,Yes
28K > PP / 28KK > P,Overdrive,1400,1,None,1,0,0,0,1.2,1.2,1680,1680,1600,-20000,Yes
28K > PP / 28KK > P (detonate bomb),Overdrive,2600,1,None,1,0,0,0,1.2,1.2,3120,3120,2100,-20000,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,3000,1,None,1,0,0,0.4,1.2,1.2,3600,3600,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
623PP,Secret,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1200,2000,Yes
SA2 (secret),Secret,3000,1,None,1,0,0,0.4,1.2,1.2,3600,3600,-20000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
