Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
> 6HP (6HP > 6HP target combo),Target Combo,600,2,None,1,0,0,0,1.2,1.2,720,720,500,1000,No
2MK > 2HP target combo,Target Combo,500,1,> 2HP (2MK > 2HP target combo),1,0,0,0,1.2,1.2,600,600,600,1000,Yes
> 2HP (2MK > 2HP target combo),Target Combo,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,No
5LP > 5MP target combo,Target Combo,300,1,> 5MP (5LP > 5MP target combo),1,0,0,0,1.2,1.2,360,360,300,250,Yes
> 5MP (5LP > 5MP target combo),Target Combo,400,1,None,1,0,0,0,1.2,1.2,480,480,400,500,No
5LP > 5MP > 5HP target combo,Target Combo,300,1,> 5MP (5LP > 5MP > 5HP target combo),1,0,0,0,1.2,1.2,360,360,300,250,Yes
> 5MP (5LP > 5MP > 5HP target combo),Target Combo,400,1,> 5HP (5LP > 5MP > 5HP target combo),1,0,0,0,1.2,1.2,480,480,400,500,No
> 5HP (5LP > 5MP > 5HP target combo),Target Combo,800,1,None,1,0,0,0,1.2,1.2,960,960,400,500,No
5MP > 5MP target combo,Target Combo,600,1,> 5MP (5MP > 5MP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 5MP (5MP > 5MP target combo),Target Combo,300,1,None,1,0,0,0,1.2,1.2,360,360,300,400,No
5MP > 5MP > 5MP target combo,Target Combo,600,1,> 5MP (5MP > 5MP > 5MP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 5MP (5MP > 5MP > 5MP target combo),Target Combo,300,1,> 5MP (5MP > 5MP > 5MP target combo end),1,0,0,0,1.2,1.2,360,360,300,400,No
> 5MP (5MP > 5MP > 5MP target combo end),Target Combo,300,1,None,1,0,0,0,1.2,1.2,360,360,300,400,No
5MP > 5MP > 5MP > MP target combo,Target Combo,600,1,> 5MP (5MP > 5MP > 5MP > MP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 5MP (5MP > 5MP > 5MP > MP target combo),Target Combo,300,1,> 5MP (5MP > 5MP > 5MP > MP target combo hit 3),1,0,0,0,1.2,1.2,360,360,300,400,No
> 5MP (5MP > 5MP > 5MP > MP target combo hit 3),Target Combo,300,1,> 5MP (5MP > 5MP > 5MP > MP target combo end),1,0,0,0,1.2,1.2,360,360,300,400,No
> 5MP (5MP > 5MP > 5MP > MP target combo end),Target Combo,500,1,None,1,0,0,0,1.2,1.2,600,600,500,500,No
236LP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
236MP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
236HP,Special,600,1,None,1,0,0,0,1.2,1.2,720,720,600,1000,Yes
623LP,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,800,2000,Yes
623MP,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
623HP,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,800,2000,Yes
623LP (whiff 1st 2 frames),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,800,2000,Yes
623MP (whiff 1st 2 frames),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,800,2000,Yes
623HP (whiff 1st 2 frames),Special,800,1,None,1,0,0,0,1.2,1.2,960,960,800,2000,Yes
214LP,Special,700,1,None,1,0,0,0,1.2,1.2,840,840,500,2000,Yes
214LP (hold),Special,600,1,> 2nd hit (214LP (hold)),1,0,0,0,1.2,1.2,720,720,500,2000,Yes
> 2nd hit (214LP (hold)),Special,200,1,None,1,0,0,0,1.2,1.2,240,240,100,250,No
214LP (perfect),Special,700,1,> 2nd hit (214LP (perfect)),1,0,0,0,1.2,1.2,840,840,500,2000,Yes
> 2nd hit (214LP (perfect)),Special,200,1,None,1,0,0,0,1.2,1.2,240,240,200,250,No
214MP,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,700,2000,Yes
214MP (hold),Special,800,1,> 2nd hit (214MP (hold)),1,0,0,0,1.2,1.2,960,960,700,2000,Yes
> 2nd hit (214MP (hold)),Special,200,1,None,1,0,0,0,1.2,1.2,240,240,100,0,No
214MP (perfect),Special,1100,1,None,1,0,0,0,1.2,1.2,1320,1320,900,2000,Yes
214HP,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,2500,Yes
214HP (hold),Special,1000,1,> 2nd hit (214HP (hold)),1,0,0,0,1.2,1.2,1200,1200,800,1500,Yes
> 2nd hit (214HP (hold)),Special,300,1,None,1,0,0,0,1.2,1.2,360,360,300,1500,No
214HP (perfect),Special,1200,1,> 2nd hit (214HP (perfect)),1,0,0,0,1.2,1.2,1440,1440,800,1500,Yes
> 2nd hit (214HP (perfect)),Special,400,1,None,1,0,0,0,1.2,1.2,480,480,400,1500,No
214P (air),Special,700,1,None,1,0,0,0,1.2,1.2,840,840,800,2000,Yes
214P (air) (hold),Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,800,2000,Yes
236K > P,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1000,2000,Yes
236K > K,Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1200,2200,Yes
236PP,Overdrive,800,2,None,0.8,0,0,0,1.2,1.2,960,960,600,-20000,Yes
236PP > PP,Overdrive,800,2,> PP (236PP > PP),0.8,0,0,0,1.2,1.2,960,960,600,-20000,Yes
> PP (236PP > PP),Overdrive,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,400,-10000,No
623PP,Overdrive,1400,1,None,1,0,0,0,1.2,1.2,1680,1680,1000,-20000,Yes
623PP > PP,Overdrive,1400,1,> PP (623PP > PP),1,0,0,0,1.2,1.2,1680,1680,1000,-10000,Yes
> PP (623PP > PP),Overdrive,600,1,None,1,0,0,0,1.2,1.2,720,720,700,-10000,No
623PP (whiff 1st 2 frames),Overdrive,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1000,-20000,Yes
623PP (whiff 1st 2 frames) > PP,Overdrive,1200,1,> PP (623PP > PP),1,0,0,0,1.2,1.2,1440,1440,1000,-20000,Yes
214PP,Overdrive,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,-20000,Yes
214PP > PP,Overdrive,400,1,None,1,0,0,0,1.2,1.2,480,480,500,-20000,Yes
> PP (214PP > PP),Overdrive,2500,1,None,1,0,0,0,1.2,1.2,3000,3000,3000,-10000,Yes
214PP (air),Overdrive,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,800,-20000,Yes
236KK > P,Overdrive,1300,1,None,0.5,0,0,0,1.2,1.2,1560,1560,1250,0,Yes
236KK > K,Overdrive,1200,1,None,0.5,0,0,0,1.2,1.2,1440,1440,1250,0,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,2800,1,None,1,0,0,0.4,1.2,1.2,3360,3360,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
