Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
236HK,Special,1800,1,None,1,0,0,0,1,1.15,1800,2070,3000,5000,Yes
22P (basic charge),Special,800,2,None,0.8,0,0,0,1.2,1.2,960,960,1150,2000,Yes
22P (OD charge),Special,1200,2,None,0.8,0,0,0,1.2,1.2,1440,1440,1350,2400,Yes
22P (SA1 charge),Special,1000,2,None,0.8,0,0,0,1.2,1.2,1200,1200,1000,1000,Yes
214PP,Overdrive,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,-20000,Yes
46PP,Overdrive,800,1,None,1,0,0,0,1.2,1.2,960,960,1000,-20000,Yes
46PP (air),Overdrive,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,1300,-20000,Yes
28KK,Overdrive,1600,1,None,1,0,0,0,1.2,1.2,1920,1920,1000,-20000,Yes
63214KK,Overdrive,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,-20000,Yes
236KK,Overdrive,2000,1,None,1,0,0,0,1,1.15,2000,2300,3000,-20000,Yes
P + direction (install),Install,400,1,None,1,0,0,0,1.2,1.2,480,480,0,1000,Yes
214P (install),Install,900,1,None,1,0,0,0,1.2,1.2,1080,1080,0,2000,Yes
214PP (install),Install,1100,1,None,1,0,0,0,1.2,1.2,1320,1320,0,-20000,Yes
46LP (install),Install,1100,1,None,1,0,-0.1,0,1.2,1.2,1320,1320,0,2000,Yes
46MP (install),Install,1300,1,None,1,0,-0.1,0,1.2,1.2,1560,1560,0,2000,Yes
46HP (install),Install,1400,1,None,1,0,-0.1,0,1.2,1.2,1680,1680,0,2000,Yes
46PP (install),Install,900,1,None,1,0,0,0,1.2,1.2,1080,1080,0,-20000,Yes
46P (air) (install),Install,1100,1,None,1,0,-0.1,0,1.2,1.2,1320,1320,0,2000,Yes
46PP (air) (install),Install,1400,1,None,1,0,-0.1,0,1.2,1.2,1680,1680,0,-20000,Yes
28LK (install),Install,1300,1,None,1,0,-0.1,0,1.2,1.2,1560,1560,0,2000,Yes
28MK (install),Install,1400,1,None,1,0,-0.1,0,1.2,1.2,1680,1680,0,2000,Yes
28HK (install),Install,1500,1,None,1,0,-0.1,0,1.2,1.2,1800,1800,0,2000,Yes
28KK (install),Install,1750,1,None,1,0,-0.1,0,1.2,1.2,2100,2100,0,-20000,Yes
63214LK (install),Install,1100,1,None,1,0,-0.1,0,1.2,1.2,1320,1320,0,2000,Yes
63214MK (install),Install,1100,1,None,1,0,-0.1,0,1.2,1.2,1320,1320,0,2000,Yes
63214HK (install),Install,1100,1,None,1,0,-0.1,0,1.2,1.2,1320,1320,0,2000,Yes
63214KK (install),Install,1200,1,None,1,0,-0.1,0,1.2,1.2,1440,1440,0,-20000,Yes
SA1 (install),Install,2200,1,None,1,0,0,0.3,1.2,1.2,2640,2640,-10000,0,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA2,Super,0,0,None,1,0,0,0,1.2,1.2,0,0,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
