Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
> 5HK (5LP > 5MP > 5HP > 5HK target combo),Target Combo,520,1,None,1,0,0,0,1.2,1.2,624,624,800,1500,No
5LP > 5MP > 2HP target combo,Target Combo,270,1,None,0.8,0,0,0,1.2,1.2,324,324,300,250,Yes
> 5MP (5LP > 5MP > 2HP target combo),Target Combo,360,1,None,1,0,0,0,1.2,1.2,432,432,400,800,No
> 2HP (5LP > 5MP > 2HP target combo),Target Combo,580,1,None,1,0,0,0,1.2,1.2,696,696,700,1500,No
5LP > 5MP > 2HP > 5HK target combo,Target Combo,270,1,None,0.8,0,0,0,1.2,1.2,324,324,300,250,Yes
> 5MP (5LP > 5MP > 2HP > 5HK target combo),Target Combo,360,1,None,1,0,0,0,1.2,1.2,432,432,400,800,No
> 2HP (5LP > 5MP > 2HP > 5HK target combo),Target Combo,580,1,None,1,0,0,0,1.2,1.2,696,696,700,1500,No
> 5HK (5LP > 5MP > 2HP > 5HK target combo),Target Combo,750,1,None,1,0,0,0,1.2,1.2,900,900,800,1500,No
5LP > 5MP > 2HP > 2HK target combo,Target Combo,270,1,None,0.8,0,0,0,1.2,1.2,324,324,300,250,Yes
> 5MP (5LP > 5MP > 2HP > 2HK target combo),Target Combo,360,1,None,1,0,0,0,1.2,1.2,432,432,400,800,No
> 2HP (5LP > 5MP > 2HP > 2HK target combo),Target Combo,580,1,None,1,0,0,0,1.2,1.2,696,696,700,1500,No
> 2HK (5LP > 5MP > 2HP > 2HK target combo),Target Combo,750,1,None,1,0,0,0,1.2,1.2,900,900,700,1500,No
5MP > 5HP target combo,Target Combo,540,1,None,1,0,0,0,1.2,1.2,648,648,500,1000,Yes
> 5HP (5MP > 5HP target combo),Target Combo,360,1,None,1,0,0,0,1.2,1.2,432,432,800,1500,No
214LK,Special,990,1,None,1,0,0,0,1.2,1.2,1188,1188,1000,2000,Yes
214MK,Special,1080,1,None,1,0,0,0,1.2,1.2,1296,1296,1000,2000,Yes
214HK,Special,1410,1,None,1,0,0,0,1.2,1.2,1692,1692,1000,2000,Yes
214K (air),Special,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,2000,Yes
236LP,Special,810,1,None,0.8,0,0,0,1.2,1.2,972,972,800,2000,Yes
236MP,Special,1080,1,None,1,0,0,0,1.2,1.2,1296,1296,1200,2400,Yes
236HP,Special,540,1,None,1,0,0,0,1.2,1.2,648,648,1000,2000,Yes
236MP (1 hit),Special,540,1,None,1,0,0,0,1.2,1.2,648,648,600,1200,Yes
236HP (1 hit),Special,360,1,None,1,0,0,0,1.2,1.2,432,432,500,1000,Yes
236K (far) > P,Special,0,1,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
236K (far) > LK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1200,2000,Yes
236K (far) > MK,Special,720,1,None,0.8,0,0,0,1.2,1.2,864,864,1000,2000,Yes
236K (far) > HK,Special,900,1,None,1,0,0,0,1.2,1.2,1080,1080,1200,2000,Yes
236K (close),Special,450,1,None,1,0,0,0,1.2,1.2,540,540,200,1000,Yes
236K (close) > K,Special,450,1,None,1,0,0,0,1.2,1.2,540,540,200,1000,Yes
> K (236K (close) > K),Special,630,1,None,1,0,0,0,1.2,1.2,756,756,1000,2000,No
236K (close) > P,Special,450,1,None,1,0,0,0,1.2,1.2,540,540,200,1000,Yes
> P (236K (close) > P),Special,1440,1,None,1,0,0,0,1.2,1.2,1728,1728,3000,2000,No
214P,Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
22P (throw),Special,0,0,None,1,0,0,0,1.2,1.2,0,0,0,0,Yes
22P (trigger),Special,450,1,None,0.9,0,0,0,1.2,1.2,540,540,600,1000,Yes
236P (air),Special,1440,1,None,1,0,0,0,1,1.15,1440,1656,2500,2000,Yes
214KK,Overdrive,1410,1,None,0.7,0,0,0,1.2,1.2,1692,1692,1200,-20000,Yes
214KK (air),Overdrive,1350,2,None,0.8,0,0,0,1.2,1.2,1620,1620,1200,-20000,Yes
236PP,Overdrive,540,1,None,1,0,0,0,1.2,1.2,648,648,1000,-20000,Yes
236PP (1 hit),Overdrive,360,1,None,1,0,0,0,1.2,1.2,432,432,500,-20000,Yes
236KK > LK,Overdrive,1080,1,None,1,0,0,0,1.2,1.2,1296,1296,1200,-20000,Yes
236KK > MK,Overdrive,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,-20000,Yes
236KK > HK,Overdrive,1080,1,None,1,0,0,0,1.2,1.2,1296,1296,1200,-20000,Yes
236KK > P,Overdrive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-20000,Yes
236KK (close),Overdrive,270,1,None,1,0,0,0,1.2,1.2,324,324,200,-20000,Yes
236KK (close) > K,Overdrive,270,1,None,1,0,0,0,1.2,1.2,324,324,200,-20000,Yes
> K (236KK (close) > K),Overdrive,630,1,None,1,0,0,0,1.2,1.2,756,756,1000,0,No
236KK (close) > P,Overdrive,270,1,None,1,0,0,0,1.2,1.2,324,324,200,-20000,Yes
> P (236KK (close) > P),Overdrive,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,0,No
214PP,Overdrive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-20000,Yes
22PP (throw),Overdrive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-20000,Yes
236PP (air),Overdrive,900,2,None,0.8,0,0,0,1,1.15,900,1035,1000,-20000,Yes
SA1,Super,1800,1,None,1,0,0,0.3,1.2,1.2,2160,2160,-10000,0,Yes
SA1 (hold K),Super,2200,1,None,1,0,0,0.3,1.2,1.2,2640,2640,-10000,0,Yes
SA2,Super,2800,1,None,1,0,0,0.4,1.2,1.2,3360,3360,-20000,0,Yes
SA2 (air),Super,2800,1,None,1,0,0,0.4,1.2,1.2,3360,3360,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
Raw Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
