Move,Move type,Damage,Counts as (hits),Next hit,Scaling route,Next move scaling,Immediate scaling,Min scaling,Counter multiplier,Punish multiplier,Counter Hit,Punish Counter,Super gain,Drive gain,Visible?
6HK,Command Normal,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,3000,Yes
3HK,Command Normal,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,1000,3000,Yes
5MP > 4HP target combo,Target Combo,600,1,> 4HP (5MP > 4HP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 4HP (5MP > 4HP target combo),Target Combo,600,1,None,1,0,0,0,1.2,1.2,720,720,800,1000,No
2MP > 2MP target combo,Target Combo,600,1,> 2MP (2MP > 2MP target combo),1,0,0,0,1.2,1.2,720,720,500,1500,Yes
> 2MP (2MP > 2MP target combo),Target Combo,360,1,None,1,0,-0.1,0,1.2,1.2,432,432,250,500,No
2MK > 6MP target combo,Target Combo,500,1,> 6MP (2MK > 6MP target combo),0.8,0,0,0,1.2,1.2,600,600,600,2000,Yes
> 6MP (2MK > 6MP target combo),Target Combo,800,1,None,1,0,0,0,1.2,1.2,960,960,500,1000,No
2HK > 3HK target combo,Target Combo,900,1,None,0.8,0,0,0,1.2,1.2,1080,1080,1000,3000,Yes
> 3HK (2HK > 3HK target combo),Target Combo,600,1,None,1,0,0,0,1.2,1.2,720,720,500,1000,No
46LP,Special,550,1,None,1,0,0,0,1.2,1.2,660,660,300,500,Yes
46MP,Special,550,1,None,1,0,0,0,1.2,1.2,660,660,450,1000,Yes
46HP,Special,550,1,None,1,0,0,0,1.2,1.2,660,660,300,500,Yes
46LP (perfect),Special,600,1,None,1,0,0,0,1.2,1.2,720,720,300,500,Yes
46MP (perfect),Special,600,1,None,1,0,0,0,1.2,1.2,720,720,450,1000,Yes
46HP (perfect),Special,600,1,None,1,0,0,0,1.2,1.2,720,720,300,500,Yes
28LK,Special,1000,1,None,0.7,0,0,0,1.2,1.2,1200,1200,1000,2000,Yes
28MK,Special,1200,1,None,0.7,0,0,0,1.2,1.2,1440,1440,1000,2000,Yes
28HK,Special,1200,1,None,0.7,0,0,0,1.2,1.2,1440,1440,1000,2000,Yes
28LK (perfect),Special,1200,1,None,0.7,0,0,0,1.2,1.2,1440,1440,1000,2000,Yes
28MK (perfect),Special,1300,1,None,0.7,0,0,0,1.2,1.2,1560,1560,1000,2000,Yes
28HK (perfect),Special,1400,1,None,0.7,0,0,0,1.2,1.2,1680,1680,1000,2000,Yes
214LP,Special,400,1,None,1,0,0,0,1.2,1.2,480,480,600,1000,Yes
214MP,Special,400,1,None,1,0,0,0,1.2,1.2,480,480,600,1000,Yes
214HP,Special,500,1,None,1,0,0,0,1.2,1.2,600,600,600,2000,Yes
214P > 6P,Special,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,600,1000,Yes
214P > 6P (perfect),Special,1200,1,None,1,0,0,0,1.2,1.2,1440,1440,600,1000,Yes
46PP,Overdrive,1000,1,None,0.8,0,0,0,1.2,1.2,1200,1200,600,-20000,Yes
28KK,Overdrive,1600,1,None,1,0,0,0,1.2,1.2,1920,1920,1000,-20000,Yes
214P > 6PP,Overdrive,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,600,-20000,Yes
214PP,Overdrive,600,1,None,1,0,0,0,1.2,1.2,720,720,600,-20000,Yes
214PP > 6P,Overdrive,1300,1,None,1,0,0,0,1.2,1.2,1560,1560,600,0,Yes
214PP > 6PP,Overdrive,1700,1,None,1,0,0,0,1.2,1.2,2040,2040,800,-30000,Yes
5PP,Install,600,1,None,1,0,0,0,1.2,1.2,720,720,0,1000,Yes
5P,Install,600,1,None,1,0,0,0,1.2,1.2,720,720,0,1000,Yes
> 5P (46PP > 5P),Install,1000,1,None,1,0,0,0,1.2,1.2,1200,1200,0,0,Yes
SA1,Super,2000,1,None,1,0,0,0.3,1.2,1.2,2400,2400,-10000,0,Yes
SA1 (HP),Super,1800,1,None,1,0,0,0.3,1.2,1.2,2160,2160,-10000,0,Yes
SA2,Super,0,1,None,1,0,0,0,1.2,1.2,0,0,-20000,0,Yes
SA3,Super,4000,1,None,1,0,0,0.5,1.2,1.2,4800,4800,-30000,0,Yes
SA3 (non-cinematic),Super,3000,1,None,1,0,0,0.5,1.2,1.2,3600,3600,-30000,0,Yes
CA,Super,4500,1,None,1,0,0,0.5,1.2,1.2,5400,5400,-30000,0,Yes
CA (non-cinematic),Super,3500,1,None,1,0,0,0.5,1.2,1.2,4200,4200,-30000,0,Yes
Raw Drive Impact,Drive,3500,1,None,0.8,0,0,0,1.2,1.2,4200,4200,0,-10000,Yes
Punish Drive Impact,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,3000,-10000,Yes
Drive Impact Wall Splat,Drive,800,1,None,0.8,0,0,0,1.2,1.2,960,960,0,-10000,Yes
Drive Impact Wall Splat (blocked),Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
Drive Rush Cancel,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-30000,Yes
Drive Rush,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,-10000,Yes
2 Frame Microwalk,Drive,0,0,None,1,0,0,0,1.2,1.2,0,0,0,60,Yes
